City,Location,Layer,synonyms
Pune,Shree Sant Dnyaneshwar Maharaj Samadhi Mandir,Spiritual sites,"Shraa Sant Dnyanashwar Maharaj Samadhy Mandyr, Shree Sant Dnyaneshwar Maharaj Samadhi Mandir, Alandi, ShreeSantDnyaneshwarMaharajSamadhiMandir, SSDMSM"
Pune,"Shri Prati Shirdi Sai Baba Temple, Shirgaon Ramdara temple",Spiritual sites,"ShriPratiShirdiSaiBabaTemple,ShirgaonRamdaratemple, Shri Prati Shirdi Sai Baba Temple, Shirgaon, SPSSBTSRt, Shry Praty Shyrdy Say Baba Tampla, Shyrgaon Ramdara tampla"
Pune,Shree Chintamani Vinayaka Temple Theur,Spiritual sites,"SCVTT, Shraa Chyntamany Vynayaka Tampla Thaor, ShreeChintamaniVinayakaTempleTheur"
Pune,Pashan Lake,Nature,"PashanLake, PL, Pashan Laka"
Pune,Osho Garden,Nature,"OG, OshoGarden, osho Gardan"
Pune,Pune-Okayama Friendship Garden,Nature,"Pune-OkayamaFriendshipGarden, PFG, Pona-okayama Fryandshyp Gardan"
Pune,Rajiv Gandhi Zoological Park,Nature,"RGZP, RajivGandhiZoologicalPark, Rajyv Gandhy Zoologycal Park"
Pune,Empress Botanical Garden,Nature,"EmpressBotanicalGarden, EBG, amprass Botanycal Gardan"
Pune,Khadakwasla Dam,Nature,"KD, KhadakwaslaDam"
Pune,Taljai Hills,Nature,"TH, Taljay Hylls, TaljaiHills"
Pune,Vetal Hill,Nature,"Vatal Hyll, VetalHill, VH"
Pune,Mula Mutha River,Nature,"MMR, Mola Motha Ryvar, MulaMuthaRiver"
Pune,Lavasa,Nature,
Pune,Chhatrapati Sambhaji Maharaj garden,Nature,"CSMg, Chhatrapaty Sambhajy Maharaj gardan, ChhatrapatiSambhajiMaharajgarden"
Rishikesh,Rishikesh bus station,Transport,"Rishikeshbusstation, Ryshykash bos statyon, Rbs"
Rishikesh,Jolly Grant Airport - Dehradun,Transport,"JGA-D, Jolly Grant ayrport - Dahradon, JollyGrantAirport-Dehradun"
Rishikesh,Railway station rishikesh,Transport,"Raylway statyon ryshykash, Rsr, Railwaystationrishikesh"
Rishikesh,Ram jhula,Iconic Bridges,"Ram jhola, Ramjhula, Rj"
Rishikesh,Lakshman Jhula,Iconic Bridges,"Lakshman Jhola, LakshmanJhula, LJ"
Rishikesh,Janki Jhula,Iconic Bridges,"Janky Jhola, JJ, JankiJhula"
Rishikesh,Ganga Beach,Nature,"GangaBeach, GB, Ganga Baach"
Rishikesh,Goa Beach Rishikesh,Nature,"GoaBeachRishikesh, GBR, Goa Baach Ryshykash"
Rishikesh,Neer Waterfall,Nature,"NW, Naar Watarfall, NeerWaterfall"
Rishikesh,The Secret Waterfall,Nature,"TheSecretWaterfall, TSW, Tha Sacrat Watarfall"
Rishikesh,Patna Garud Chatti Waterfall,Nature,"PGCW, PatnaGarudChattiWaterfall, Patna Garod Chatty Watarfall"
Rishikesh,Shivpuri (River Rafting),Nature,"S(R, Shivpuri(RiverRafting), Shyvpory (Ryvar Raftyng)"
Rishikesh,Rajaji National Park,Nature,"RNP, Rajajy Natyonal Park, RajajiNationalPark"
Rishikesh,Marine Drive (Aastha Path),Nature,"MarineDrive(AasthaPath), Maryna Dryva (aastha Path), MD(P, Marine Drive( Aastha Path )"
Rishikesh,The Beatles Ashram,Spiritual sites,"TheBeatlesAshram, TBA, Tha Baatlas ashram"
Rishikesh,(Tera Manzil Temple) Trayambakeshwar Temple,Spiritual sites,"(Tara Manzyl Tampla) Trayambakashwar Tampla, (MTTT, (TeraManzilTemple)TrayambakeshwarTemple"
Rishikesh,Parmarth Niketan Ashram,Spiritual sites,"ParmarthNiketanAshram, Parmarth Nykatan ashram, PNA"
Rishikesh,Shatrughana Temple Ghat aarti,Spiritual sites,"ShatrughanaTempleGhataarti, STGa, Shatroghana Tampla Ghat aarty"
Rishikesh,Triveni Ghat Rishikesh,Spiritual sites,"Tryvany Ghat Ryshykash, TriveniGhatRishikesh, TGR"
Rishikesh,Gurdwara Sri Hemkunt Sahib,Spiritual sites,"GSHS, GurdwaraSriHemkuntSahib, Gordwara Sry Hamkont Sahyb"
Rishikesh,Kunjapuri Mata Ancient Temple & Sunrise Trek,Spiritual sites,"KMAT&ST, Konjapory Mata ancyant Tampla & Sonrysa Trak, KunjapuriMataAncientTemple&SunriseTrek"
Rishikesh,Vashishtha Gufa Temple,Spiritual sites,"Vashyshtha Gofa Tampla, VGT, VashishthaGufaTemple"
Rishikesh,Shree Neelkanth Mahadev Temple,Spiritual sites,"ShreeNeelkanthMahadevTemple, Shraa Naalkanth Mahadav Tampla, SNMT"
Shimla,Shimla Airport (Jubbarhatti Airport),Transport,"SA(A, ShimlaAirport(JubbarhattiAirport), Shymla ayrport (Jobbarhatty ayrport)"
Shimla,ISBT Shimla ( New Bus stand),Transport,"ISBTShimla(NewBusstand), ySBT Shymla ( Naw Bos stand), IS(NBs"
Shimla,Shimla Railway station,Transport,"ShimlaRailwaystation, SRs, Shymla Raylway statyon"
Shimla,Old bus stand shimla,Transport,"Oldbusstandshimla, Obss, old bos stand shymla"
Shimla,Ridge Mall road,Market,"RidgeMallroad, Rydga Mall road, RMr"
Shimla,Lakkar bazar,Market,"Lakkarbazar, Lb"
Shimla,Tibetan Refugee Market,Market,"TibetanRefugeeMarket, Tybatan Rafogaa Markat, TRM"
Shimla,Christ Church,Spiritual sites,"Chryst Chorch, CC, ChristChurch"
Shimla,"Shri Hanuman Temple, Jakhoo",Spiritual sites,"ShriHanumanTemple,Jakhoo, Shry Hanoman Tampla, Jakhoo, SHTJ"
Shimla,Dorje Drak Monastery,Spiritual sites,"DDM, Dorja Drak Monastary, DorjeDrakMonastery"
Shimla,St. Michael's Catholic Cathedral,Spiritual sites,"SMCC, St. Mychaal's Catholyc Cathadral, St.Michael'sCatholicCathedral"
Shimla,Kali Bari Temple,Spiritual sites,"KaliBariTemple, KBT, Kaly Bary Tampla"
Shimla,Tara Devi Temple,Spiritual sites,"Tara Davy Tampla, TDT, TaraDeviTemple"
Shimla,Baba Bhalku Rail Museum,Art and museum,"BBRM, Baba Bhalko Rayl Mosaom, BabaBhalkuRailMuseum"
Shimla,Gaiety Heritage Cultural Complex,Art and museum,"Gayaty Harytaga Coltoral Complax, GaietyHeritageCulturalComplex, GHCC"
Shimla,Bantony Castle,Art and museum,"BC, BantonyCastle, Bantony Castla"
Shimla,Army Heritage Museum & Annadale Ground,Art and museum,"AHM&AG, ArmyHeritageMuseum&AnnadaleGround, army Harytaga Mosaom & annadala Groond"
Shimla,Himachal State Museum,Art and museum,"Hymachal Stata Mosaom, HimachalStateMuseum, HSM"
Shimla,Viceregal Lodge,Art and museum,"ViceregalLodge, VL, Vycaragal Lodga"
Shimla,Chadwick Falls,Nature,"Chadwyck Falls, ChadwickFalls, CF"
Shimla,Himalayan Bird Park,Nature,"HBP, Hymalayan Byrd Park, HimalayanBirdPark"
Shimla,Kufri Horse Ride,Nature,"KufriHorseRide, KHR, Kofry Horsa Ryda"
Shimla,Himalayan Nature Park Kufri,Nature,"HimalayanNatureParkKufri, HNPK, Hymalayan Natora Park Kofry"
Shimla,"Apple garden Naldehra, RHRTS Mashobra",Nature,"AgNRM, ApplegardenNaldehra,RHRTSMashobra, appla gardan Naldahra, RHRTS Mashobra"
Shimla,Carignano Nature Park,Nature,"CNP, CarignanoNaturePark, Carygnano Natora Park"
Shimla,Cycling in Wildlife Sanctuary,Nature,"CiWS, CyclinginWildlifeSanctuary, Cyclyng yn Wyldlyfa Sanctoary"
Shimla,Water Rafting in Tattapani,Activity,"Watar Raftyng yn Tattapany, WaterRaftinginTattapani, WRiT"
Shimla,Ice Skating Ring,Activity,"IceSkatingRing, ISR, yca Skatyng Ryng"
Shimla,Naldehra Golf Course,Activity,"Naldahra Golf Coorsa, NGC, NaldehraGolfCourse"
Shimla,Nagsons Amusement Park,Activity,"NAP, NagsonsAmusementPark, Nagsons amosamant Park"
Shimla,Kufri Fun World,Activity,"KufriFunWorld, KFW, Kofry Fon World"
Shimla,Adventure Resorts,Activity,"AR, advantora Rasorts, AdventureResorts"
Srinagar,TRC Bus Stand Srinagar,Transport,"TRCBusStandSrinagar, TBSS, TRC Bos Stand Srynagar"
Srinagar,Srinagar railway station,Transport,"Srynagar raylway statyon, Srinagarrailwaystation, Srs"
Srinagar,(Srinagar Airport) Sheikh ul-Alam International Airport,Transport,"(ASuIA, (Srinagar Airport) Sheikh ul-Alam International Airport , (SrinagarAirport)Sheikhul-AlamInternationalAirport, (Srynagar ayrport) Shaykh ol-alam yntarnatyonal ayrport"
Srinagar,Parimpora Bus Stand,Transport,"PBS, ParimporaBusStand, Parympora Bos Stand"
Srinagar,Dal Lake,Water body,"DL, Dal Laka, DalLake"
Srinagar,Nigeen Lake,Water body,"Nygaan Laka, NL, NigeenLake"
Srinagar,Anchar Lake,Water body,"AL, AncharLake, anchar Laka"
Srinagar,Jhelum River,Water body,"Jhalom Ryvar, JhelumRiver, JR"
Srinagar,Shalimar Bagh Mughal Garden,Nature,"ShalimarBaghMughalGarden, SBMG, Shalymar Bagh Moghal Gardan"
Srinagar,Tulip Garden Indira Gandhi Memorial,Nature,"TulipGardenIndiraGandhiMemorial, TGIGM, Tulip Garden Indira Gandhi Memorial , Tolyp Gardan yndyra Gandhy Mamoryal"
Srinagar,Dachigam National Park,Nature,"DachigamNationalPark, DNP, Dachygam Natyonal Park"
Srinagar,Nishat Garden,Nature,"Nyshat Gardan, NishatGarden, NG"
Srinagar,Cheshma Shahi Garden,Nature,"CheshmaShahiGarden, CSG, Chashma Shahy Gardan"
Srinagar,Botanical Garden Jawaharlal Nehru Memorial,Nature,"BGJNM, BotanicalGardenJawaharlalNehruMemorial, Botanycal Gardan Jawaharlal Nahro Mamoryal"
Srinagar,Badam Wari Park,Nature,"BadamWariPark, BWP, Badam Wary Park"
Srinagar,Gulmarg Gondola,Nature,"GG, Golmarg Gondola, GulmargGondola"
Srinagar,Char Chinar in Dal lake,Nature,"CharChinarinDallake, Char Chynar yn Dal laka, CCiDl"
Srinagar,Hokersar Wetland,Nature,"HokersarWetland, HW, Hokarsar Watland"
Srinagar,Harwan Garden,Nature,"Harwan Gardan, HG, HarwanGarden"
Srinagar,Doodhpathri (Meadow valley),Nature,"Doodhpathri(Meadowvalley), Doodhpathry (Maadow vallay), D(v"
Srinagar,Pari Mahal,Fort & Palace,"Pary Mahal, PM, PariMahal"
Srinagar,Hari Parbat Fort,Fort & Palace,"Hary Parbat Fort, HPF, HariParbatFort"
Srinagar,Sri Shankaracharya Temple,Spiritual sites,"Sry Shankaracharya Tampla, SriShankaracharyaTemple, SST"
Srinagar,Gurudwara Chati Patshahi,Spiritual sites,"GCP, GurudwaraChatiPatshahi, Gorodwara Chaty Patshahy"
Srinagar,Sri Kheer Bhawani Durga Temple,Spiritual sites,"SriKheerBhawaniDurgaTemple, SKBDT, Sry Khaar Bhawany Dorga Tampla"
Srinagar,Dargah Hazratbal Shrine,Spiritual sites,"DargahHazratbalShrine, Dargah Hazratbal Shryna, DHS"
Srinagar,Jamia Masjid Srinagar,Spiritual sites,"JamiaMasjidSrinagar, JMS, Jamya Masjyd Srynagar"
Srinagar,Pather Masjid,Spiritual sites,"PM, PatherMasjid, Pathar Masjyd"
Srinagar,Lal Chowk,Market,"LalChowk, LC"
Srinagar,Polo view market,Market,"Polo vyaw markat, Poloviewmarket, Pvm"
Srinagar,Kashmir Government Arts Emporium,Market,"KashmirGovernmentArtsEmporium, KGAE, Kashmyr Govarnmant arts amporyom"
Udaipur,"Maharana Pratap Airport, Udaipur",Transport,"MaharanaPratapAirport,Udaipur, MPAU, Maharana Pratap ayrport, odaypor"
Udaipur,Udaipur City Railway Station,Transport,"odaypor Cyty Raylway Statyon, UdaipurCityRailwayStation, UCRS"
Udaipur,Ranapratapnagar railway station,Transport,"Rrs, Ranapratapnagarrailwaystation, Ranapratapnagar raylway statyon"
Udaipur,Udaipole Bus Stand,Transport,"UdaipoleBusStand, UBS, odaypola Bos Stand"
Udaipur,Chetak Bus Stand,Transport,"CBS, ChetakBusStand, Chatak Bos Stand"
Udaipur,City Palace,Fort and Iconic structures,"CityPalace, Cyty Palaca, CP"
Udaipur,Jagmandir Island Palace,Fort and Iconic structures,"JagmandirIslandPalace, Jagmandyr ysland Palaca, JIP"
Udaipur,"Taj Lake Palace, Udaipur",Fort and Iconic structures,"Taj Laka Palaca, odaypor, TajLakePalace,Udaipur, TLPU"
Udaipur,Bagore Ki Haveli,Fort and Iconic structures,"BagoreKiHaveli, Bagora Ky Havaly, BKH"
Udaipur,Sajjangarh Monsoon Palace,Fort and Iconic structures,"Sajjangarh Monsoon Palaca, SMP, SajjangarhMonsoonPalace"
Udaipur,Ahar Royal Cenotaphs,Fort and Iconic structures,"ahar Royal Canotaphs, AharRoyalCenotaphs, ARC"
Udaipur,Jagdish Temple,Spiritual sites,"JagdishTemple, JT, Jagdysh Tampla"
Udaipur,Eklingji Temple,Spiritual sites,"ET, EklingjiTemple, aklyngjy Tampla"
Udaipur,"Karni Mata Temple, Udaipur",Spiritual sites,"Karny Mata Tampla, odaypor, KarniMataTemple,Udaipur, KMTU"
Udaipur,Neemach Mata Mandir,Spiritual sites,"NMM, Naamach Mata Mandyr, NeemachMataMandir"
Udaipur,Bohra Ganeshji Temple,Spiritual sites,"BGT, BohraGaneshjiTemple, Bohra Ganashjy Tampla"
Udaipur,Shilpgram,Art and museum,Shylpgram
Udaipur,Vintage Car Museum,Art and museum,"VCM, Vyntaga Car Mosaom, VintageCarMuseum"
Udaipur,Ahar Museum,Art and museum,"AharMuseum, AM, ahar Mosaom"
Udaipur,Haldighati Maharana Pratap Museum,Art and museum,"Haldyghaty Maharana Pratap Mosaom, HaldighatiMaharanaPratapMuseum, HMPM"
Udaipur,Pratap Gaurav Kendra Udaipur,Art and museum,"PGKU, Pratap Gaorav Kandra odaypor, PratapGauravKendraUdaipur"
Udaipur,Saheliyon ki bari,Nature,"Saheliyonkibari, Skb, Sahalyyon ky bary"
Udaipur,Lake Pichola,Nature,"LakePichola, LP, Laka Pychola"
Udaipur,Fateh Sagar Lake,Nature,"FatehSagarLake, Fatah Sagar Laka, FSL"
Udaipur,Badi Lake,Nature,"BadiLake, Badi Lake , Bady Laka, BL"
Udaipur,Gulab Bagh,Nature,"Golab Bagh, GB, GulabBagh"
Udaipur,Rajiv Gandhi Garden,Nature,"RGG, RajivGandhiGarden, Rajyv Gandhy Gardan"
Udaipur,Sajjan Garh Biological Park,Nature,"SajjanGarhBiologicalPark, Sajjan Garh Byologycal Park, SGBP"
Varanasi,Varanasi Airport (Lal Bahadur Shastri International),Transport,"VaranasiAirport(LalBahadurShastriInternational), VA(BSI, Varanasy ayrport (Lal Bahador Shastry yntarnatyonal)"
Varanasi,Varanasi Cantt Bus Stand,Transport,"VaranasiCanttBusStand, VCBS, Varanasy Cantt Bos Stand"
Varanasi,Varanasi Junction railway station (BSB),Transport,"Varanasy Jonctyon raylway statyon (BSB), VJrs(, VaranasiJunctionrailwaystation(BSB)"
Varanasi,Varanasi City Railway Station (BCY),Transport,"VCRS(, VaranasiCityRailwayStation(BCY), Varanasy Cyty Raylway Statyon (BCY)"
Varanasi,Deen Dayal Railway Station,Transport,"Daan Dayal Raylway Statyon, DeenDayalRailwayStation, DDRS"
Varanasi,Manduadih Banaras Railway Station (BSBS),Transport,"Mandoadyh Banaras Raylway Statyon (BSBS), ManduadihBanarasRailwayStation(BSBS), MBRS("
Varanasi,Lakhaniya Hills & Waterfall,Nature,"LH&W, LakhaniyaHills&Waterfall, Lakhanyya Hylls & Watarfall"
Varanasi,Rajdari and Devdari Waterfalls,Nature,"RajdariandDevdariWaterfalls, RaDW, Rajdary and Davdary Watarfalls"
Varanasi,Shri Kashi Vishwanath Temple,Spiritual sites,"SKVT, Shry Kashy Vyshwanath Tampla, ShriKashiVishwanathTemple"
Varanasi,Dashashwamedh Ghat,Spiritual sites,"Dashashwamadh Ghat, DG, DashashwamedhGhat"
Varanasi,Manikarnika Mahashamshan Ghat,Spiritual sites,"MMG, Manykarnyka Mahashamshan Ghat, ManikarnikaMahashamshanGhat"
Varanasi,Assi Ghat,Spiritual sites,"AG, assy Ghat, AssiGhat"
Varanasi,Shri Satyanarayan Tulsi Manas Mandir,Spiritual sites,"Shry Satyanarayan Tolsy Manas Mandyr, ShriSatyanarayanTulsiManasMandir, SSTMM"
Varanasi,ISKCON Temple Varanasi,Spiritual sites,"ISKCONTempleVaranasi, ySKCoN Tampla Varanasy, ITV"
Varanasi,Kaal Bhairav Temple,Spiritual sites,"KaalBhairavTemple, Kaal Bhayrav Tampla, KBT"
Varanasi,Swarved Mahamandir Dham,Spiritual sites,"SMD, SwarvedMahamandirDham, Swarvad Mahamandyr Dham"
Varanasi,Namo Ghat,Spiritual sites,"NamoGhat, NG"
Varanasi,Alamgir Masjid,Spiritual sites,"alamgyr Masjyd, AlamgirMasjid, AM"
Varanasi,Pujari Maa Vindhyavasini Temple,Spiritual sites,"Pojary Maa Vyndhyavasyny Tampla, PMVT, PujariMaaVindhyavasiniTemple"
Varanasi,"Shri Kashi Vishwanath Temple, BHU Campus",Spiritual sites,"SKVTBC, Shry Kashy Vyshwanath Tampla, BHo Campos, ShriKashiVishwanathTemple,BHUCampus"
Varanasi,Sankat Mochan Hanuman Mandir,Spiritual sites,"SankatMochanHanumanMandir, SMHM, Sankat Mochan Hanoman Mandyr"
Varanasi,Sant Kabir Math Lahartara,Spiritual sites,"Sant Kabyr Math Lahartara, SKML, SantKabirMathLahartara"
Varanasi,Ramnagar Fort,Fort and Iconic structures,"RamnagarFort, RF"
Varanasi,Archaeological Buddhist Remains of Sarnath,Fort and Iconic structures,"archaaologycal Boddhyst Ramayns of Sarnath, ABRoS, ArchaeologicalBuddhistRemainsofSarnath"
Varanasi,Chunar Fort,Fort and Iconic structures,"ChunarFort, Chonar Fort, CF"
Varanasi,Chet Singh Ghat,Fort and Iconic structures,"ChetSinghGhat, Chat Syngh Ghat, CSG"
Varanasi,Jantar Mantar & Man Singh Observatory,Museums and Iconic institutions,"JM&MSO, JantarMantar&ManSinghObservatory, Jantar Mantar & Man Syngh obsarvatory"
Varanasi,Bharat Kala Bhavan Museum,Museums and Iconic institutions,"Bharat Kala Bhavan Mosaom, BKBM, BharatKalaBhavanMuseum"
Varanasi,RUDRAKSH - International Convention Centre,Museums and Iconic institutions,"RoDRaKSH - yntarnatyonal Convantyon Cantra, RUDRAKSH-InternationalConventionCentre, R-ICC"
